PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
10,Llave inglesa,262,0,188,10.000000,0,0.000000,2
55,Pulidora,262,42,270,24.000000,0,0.000000,5
55,Pulidora,262,42,270,24.000000,0,0.000000,7
13,Grava,185,7,434,31.285714,0,0.000000,1
13,Grava,185,7,434,31.285714,0,0.000000,3
14,Ladrillo,282,14,371,25.571428,0,0.000000,6
47,Tijeras de podar,72,0,205,14.400000,0,0.000000,10
30,Esmalte,272,40,280,21.600000,0,0.000000,5
30,Esmalte,272,40,280,21.600000,0,0.000000,9
30,Esmalte,272,40,280,21.600000,0,0.000000,8
30,Esmalte,272,40,280,21.600000,0,0.000000,7
30,Esmalte,272,40,280,21.600000,0,0.000000,6
59,Codo PVC,102,0,605,25.272727,0,0.000000,9
24,Válvula de esfera,339,0,205,29.200000,0,0.000000,3
51,Tuerca,330,0,649,33.727272,0,0.000000,3
70,Ventilador de techo,330,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,330,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,330,0,336,26.000000,0,0.000000,8
37,Pegamento de contacto,227,0,504,26.888888,0,0.000000,4
29,Pintura vinílica,234,0,159,24.666666,0,0.000000,1
29,Pintura vinílica,234,0,159,24.666666,0,0.000000,8
29,Pintura vinílica,234,0,159,24.666666,0,0.000000,2
31,Rodillo,304,0,204,41.500000,0,0.000000,6
32,Brocha,304,20,310,13.400000,0,0.000000,2
17,Guantes de seguridad,287,24,366,24.833333,0,0.000000,1
17,Guantes de seguridad,287,24,366,24.833333,0,0.000000,9
2,Cemento gris 50kg,180,0,520,24.625000,0,0.000000,2
22,Tubo PVC,60,0,220,12.750000,0,0.000000,1
54,Rotomartillo,160,0,364,22.142857,0,0.000000,4
54,Rotomartillo,160,0,364,22.142857,0,0.000000,8
7,Martillo,59,0,310,43.400000,0,0.000000,8
25,Interruptor,85,0,357,36.571428,0,0.000000,2
25,Interruptor,85,0,357,36.571428,0,0.000000,4
71,Aire acondicionado portátil,85,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,85,54,282,32.333333,0,0.000000,9
64,Cortadora de concreto,70,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,70,88,392,27.000000,0,0.000000,7
69,Jabonera,70,4,248,15.500000,0,0.000000,2
69,Jabonera,70,4,248,15.500000,0,0.000000,10
69,Jabonera,70,4,248,15.500000,0,0.000000,7
69,Jabonera,70,4,248,15.500000,0,0.000000,6
9,Sierra manual,101,0,225,15.600000,0,0.000000,4
11,Cemento,10,0,175,25.200000,1,26.000000,5
12,Arena,106,0,583,21.454545,0,0.000000,7
15,Casco,246,0,245,35.800000,0,0.000000,1
15,Casco,246,0,245,35.800000,0,0.000000,10
15,Casco,246,0,245,35.800000,0,0.000000,9
15,Casco,246,0,245,35.800000,0,0.000000,8
15,Casco,246,0,245,35.800000,0,0.000000,6
19,Clavo,311,35,399,22.428571,0,0.000000,1
19,Clavo,311,35,399,22.428571,0,0.000000,10
21,Taquete,31,114,222,20.000000,0,0.000000,1
26,Cable eléctrico,52,0,159,26.000000,0,0.000000,6
26,Cable eléctrico,52,0,159,26.000000,0,0.000000,9
26,Cable eléctrico,52,0,159,26.000000,0,0.000000,7
35,Cepillo abrasivo,52,24,240,33.750000,0,0.000000,1
27,Apagador,43,0,275,34.000000,0,0.000000,8
43,Sellador para techos,187,0,39,3.000000,0,0.000000,6
44,Gafas de seguridad,155,28,378,26.285714,0,0.000000,3
49,Regadera,179,40,204,16.000000,0,0.000000,5
49,Regadera,179,40,204,16.000000,0,0.000000,6
52,Arandela,138,0,164,16.250000,0,0.000000,1
52,Arandela,138,0,164,16.250000,0,0.000000,9
52,Arandela,138,0,164,16.250000,0,0.000000,8
52,Arandela,138,0,164,16.250000,0,0.000000,3
63,Compactadora,285,0,159,20.666666,0,0.000000,1
63,Compactadora,285,0,159,20.666666,0,0.000000,5
63,Compactadora,285,0,159,20.666666,0,0.000000,4
67,Portacepillos,57,30,225,22.200000,0,0.000000,3
68,Toallero,329,0,500,26.800000,0,0.000000,1
1,Taladro eléctrico,192,0,216,46.000000,0,0.000000,1
4,Lentes de protección,278,40,250,14.600000,0,0.000000,8
5,Interruptor automático 2 polos,136,21,150,26.666666,0,0.000000,3
