PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
56,Pinzas,120,8,204,15.500000,0,0.000000,3
56,Pinzas,120,8,204,15.500000,0,0.000000,5
57,Llave stilson,265,21,183,34.000000,0,0.000000,5
57,Llave stilson,265,21,183,34.000000,0,0.000000,9
57,Llave stilson,265,21,183,34.000000,0,0.000000,7
58,Cutter,295,4,106,24.500000,0,0.000000,7
59,Codo PVC,213,0,605,25.272727,0,0.000000,9
60,Trampa de fregadero,296,56,315,22.000000,0,0.000000,2
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,1
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,10
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,7
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,6
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,5
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,4
61,Sensor de movimiento,367,21,399,18.000000,0,0.000000,3
62,Controlador PLC,226,60,282,11.000000,0,0.000000,4
63,Compactadora,324,0,159,20.666666,0,0.000000,1
63,Compactadora,324,0,159,20.666666,0,0.000000,5
63,Compactadora,324,0,159,20.666666,0,0.000000,4
64,Cortadora de concreto,66,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,66,88,392,27.000000,0,0.000000,7
66,Limpiador multiusos,327,30,270,31.333333,0,0.000000,9
67,Portacepillos,81,30,225,22.200000,0,0.000000,3
68,Toallero,133,0,500,26.800000,0,0.000000,1
69,Jabonera,259,4,248,15.500000,0,0.000000,2
69,Jabonera,259,4,248,15.500000,0,0.000000,10
69,Jabonera,259,4,248,15.500000,0,0.000000,7
69,Jabonera,259,4,248,15.500000,0,0.000000,6
70,Ventilador de techo,229,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,229,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,229,0,336,26.000000,0,0.000000,8
71,Aire acondicionado portátil,189,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,189,54,282,32.333333,0,0.000000,9
1,Taladro eléctrico,14,0,180,30.600000,1,31.000000,1
1,Taladro eléctrico,14,0,180,30.600000,1,31.000000,8
1,Taladro eléctrico,14,0,180,30.600000,1,31.000000,6
1,Taladro eléctrico,14,0,180,30.600000,1,31.000000,5
1,Taladro eléctrico,14,0,180,30.600000,1,31.000000,3
2,Cemento gris 50kg,149,0,520,24.625000,0,0.000000,2
3,Casco de seguridad industrial,155,0,459,22.222222,0,0.000000,9
4,Lentes de protección,264,40,250,14.600000,0,0.000000,8
5,Interruptor automático 2 polos,24,21,150,26.666666,1,27.000000,3
6,Multicontacto industrial 6 salidas,263,14,399,21.714285,0,0.000000,8
