PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
49,Regadera,345,40,204,16.000000,0,0.000000,6
26,Cable eléctrico,346,0,159,26.000000,0,0.000000,6
26,Cable eléctrico,346,0,159,26.000000,0,0.000000,9
26,Cable eléctrico,346,0,159,26.000000,0,0.000000,7
27,Apagador,185,0,275,34.000000,0,0.000000,8
29,Pintura vinílica,130,0,159,24.666666,0,0.000000,1
29,Pintura vinílica,130,0,159,24.666666,0,0.000000,8
29,Pintura vinílica,130,0,159,24.666666,0,0.000000,2
30,Esmalte,117,40,280,21.600000,0,0.000000,5
30,Esmalte,117,40,280,21.600000,0,0.000000,9
30,Esmalte,117,40,280,21.600000,0,0.000000,8
30,Esmalte,117,40,280,21.600000,0,0.000000,7
30,Esmalte,117,40,280,21.600000,0,0.000000,6
69,Jabonera,117,4,248,15.500000,0,0.000000,2
69,Jabonera,117,4,248,15.500000,0,0.000000,10
69,Jabonera,117,4,248,15.500000,0,0.000000,7
69,Jabonera,117,4,248,15.500000,0,0.000000,6
31,Rodillo,282,0,204,41.500000,0,0.000000,6
33,Lija,353,90,396,26.000000,0,0.000000,2
33,Lija,353,90,396,26.000000,0,0.000000,9
36,Silicón,134,0,216,22.750000,0,0.000000,1
37,Pegamento de contacto,49,0,504,26.888888,0,0.000000,4
38,Espuma expansiva,259,119,455,29.714285,0,0.000000,3
38,Espuma expansiva,259,119,455,29.714285,0,0.000000,6
38,Espuma expansiva,259,119,455,29.714285,0,0.000000,5
42,Impermeabilizante acrílico,151,50,290,27.000000,0,0.000000,8
43,Sellador para techos,250,0,39,3.000000,0,0.000000,6
46,Orejeras,112,0,396,31.555555,0,0.000000,3
46,Orejeras,112,0,396,31.555555,0,0.000000,6
47,Tijeras de podar,140,0,205,14.400000,0,0.000000,10
48,Abono,212,80,600,39.700000,0,0.000000,3
48,Abono,212,80,600,39.700000,0,0.000000,7
48,Abono,212,80,600,39.700000,0,0.000000,5
50,Tornillo allen,74,0,318,22.666666,0,0.000000,4
50,Tornillo allen,74,0,318,22.666666,0,0.000000,6
70,Ventilador de techo,74,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,74,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,74,0,336,26.000000,0,0.000000,8
51,Tuerca,308,0,649,33.727272,0,0.000000,3
53,Taladro,82,16,188,29.750000,0,0.000000,1
54,Rotomartillo,72,0,364,22.142857,0,0.000000,4
54,Rotomartillo,72,0,364,22.142857,0,0.000000,8
56,Pinzas,327,8,204,15.500000,0,0.000000,3
56,Pinzas,327,8,204,15.500000,0,0.000000,5
57,Llave stilson,360,21,183,34.000000,0,0.000000,5
57,Llave stilson,360,21,183,34.000000,0,0.000000,9
57,Llave stilson,360,21,183,34.000000,0,0.000000,7
58,Cutter,125,4,106,24.500000,0,0.000000,7
59,Codo PVC,35,0,605,25.272727,0,0.000000,9
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,1
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,10
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,7
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,6
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,5
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,4
61,Sensor de movimiento,272,21,399,18.000000,0,0.000000,3
62,Controlador PLC,332,60,282,11.000000,0,0.000000,4
63,Compactadora,164,0,159,20.666666,0,0.000000,1
63,Compactadora,164,0,159,20.666666,0,0.000000,5
63,Compactadora,164,0,159,20.666666,0,0.000000,4
66,Limpiador multiusos,164,30,270,31.333333,0,0.000000,9
64,Cortadora de concreto,214,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,214,88,392,27.000000,0,0.000000,7
65,Desengrasante,102,6,276,23.333333,0,0.000000,7
67,Portacepillos,317,30,225,22.200000,0,0.000000,3
71,Aire acondicionado portátil,280,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,280,54,282,32.333333,0,0.000000,9
1,Taladro eléctrico,98,0,216,46.000000,0,0.000000,1
3,Casco de seguridad industrial,15,0,459,22.222222,1,23.000000,9
5,Interruptor automático 2 polos,339,21,150,26.666666,0,0.000000,3
6,Multicontacto industrial 6 salidas,337,14,399,21.714285,0,0.000000,8
