PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
13,Grava,81,7,434,31.285714,0,0.000000,3
14,Ladrillo,165,14,371,25.571428,0,0.000000,6
17,Guantes de seguridad,197,24,366,24.833333,0,0.000000,1
17,Guantes de seguridad,197,24,366,24.833333,0,0.000000,9
19,Clavo,153,35,399,22.428571,0,0.000000,1
19,Clavo,153,35,399,22.428571,0,0.000000,10
23,Conector PVC,251,0,88,17.500000,0,0.000000,8
23,Conector PVC,251,0,88,17.500000,0,0.000000,9
24,Válvula de esfera,224,0,205,29.200000,0,0.000000,3
25,Interruptor,41,0,357,36.571428,0,0.000000,2
25,Interruptor,41,0,357,36.571428,0,0.000000,4
51,Tuerca,41,0,649,33.727272,0,0.000000,3
27,Apagador,3,0,275,34.000000,1,34.000000,8
28,Multicontacto,350,42,312,26.833333,0,0.000000,8
29,Pintura vinílica,217,0,159,24.666666,0,0.000000,1
29,Pintura vinílica,217,0,159,24.666666,0,0.000000,8
29,Pintura vinílica,217,0,159,24.666666,0,0.000000,2
34,Disco de corte,236,48,378,23.166666,0,0.000000,10
35,Cepillo abrasivo,171,24,240,33.750000,0,0.000000,1
47,Tijeras de podar,257,0,205,14.400000,0,0.000000,10
52,Arandela,257,0,164,16.250000,0,0.000000,1
52,Arandela,257,0,164,16.250000,0,0.000000,9
52,Arandela,257,0,164,16.250000,0,0.000000,8
52,Arandela,257,0,164,16.250000,0,0.000000,3
49,Regadera,147,40,204,16.000000,0,0.000000,5
49,Regadera,147,40,204,16.000000,0,0.000000,6
53,Taladro,283,16,188,29.750000,0,0.000000,1
54,Rotomartillo,245,0,364,22.142857,0,0.000000,4
54,Rotomartillo,245,0,364,22.142857,0,0.000000,8
55,Pulidora,145,42,270,24.000000,0,0.000000,5
55,Pulidora,145,42,270,24.000000,0,0.000000,7
56,Pinzas,59,8,204,15.500000,0,0.000000,3
56,Pinzas,59,8,204,15.500000,0,0.000000,5
59,Codo PVC,59,0,605,25.272727,0,0.000000,9
60,Trampa de fregadero,85,56,315,22.000000,0,0.000000,2
62,Controlador PLC,183,60,282,11.000000,0,0.000000,4
63,Compactadora,70,0,159,20.666666,0,0.000000,1
63,Compactadora,70,0,159,20.666666,0,0.000000,5
63,Compactadora,70,0,159,20.666666,0,0.000000,4
66,Limpiador multiusos,158,30,270,31.333333,0,0.000000,9
70,Ventilador de techo,313,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,313,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,313,0,336,26.000000,0,0.000000,8
3,Casco de seguridad industrial,351,0,459,22.222222,0,0.000000,9
5,Interruptor automático 2 polos,127,21,150,26.666666,0,0.000000,3
