PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
16,Chaleco reflectante,287,9,150,20.666666,0,0.000000,5
16,Chaleco reflectante,287,9,150,20.666666,0,0.000000,4
17,Guantes de seguridad,97,24,366,24.833333,0,0.000000,1
17,Guantes de seguridad,97,24,366,24.833333,0,0.000000,9
19,Clavo,266,35,399,22.428571,0,0.000000,1
19,Clavo,266,35,399,22.428571,0,0.000000,10
22,Tubo PVC,274,0,220,12.750000,0,0.000000,1
24,Válvula de esfera,274,0,205,29.200000,0,0.000000,3
23,Conector PVC,322,0,88,17.500000,0,0.000000,8
23,Conector PVC,322,0,88,17.500000,0,0.000000,9
29,Pintura vinílica,233,0,159,24.666666,0,0.000000,1
29,Pintura vinílica,233,0,159,24.666666,0,0.000000,8
29,Pintura vinílica,233,0,159,24.666666,0,0.000000,2
30,Esmalte,93,40,280,21.600000,0,0.000000,5
30,Esmalte,93,40,280,21.600000,0,0.000000,9
30,Esmalte,93,40,280,21.600000,0,0.000000,8
30,Esmalte,93,40,280,21.600000,0,0.000000,7
30,Esmalte,93,40,280,21.600000,0,0.000000,6
31,Rodillo,180,0,204,41.500000,0,0.000000,6
33,Lija,17,90,396,26.000000,1,26.000000,2
33,Lija,17,90,396,26.000000,1,26.000000,9
43,Sellador para techos,17,0,39,3.000000,0,0.000000,6
46,Orejeras,60,0,396,31.555555,0,0.000000,3
46,Orejeras,60,0,396,31.555555,0,0.000000,6
47,Tijeras de podar,116,0,205,14.400000,0,0.000000,10
49,Regadera,79,40,204,16.000000,0,0.000000,5
49,Regadera,79,40,204,16.000000,0,0.000000,6
67,Portacepillos,79,30,225,22.200000,0,0.000000,3
51,Tuerca,14,0,649,33.727272,1,34.000000,3
52,Arandela,160,0,164,16.250000,0,0.000000,1
52,Arandela,160,0,164,16.250000,0,0.000000,9
52,Arandela,160,0,164,16.250000,0,0.000000,8
52,Arandela,160,0,164,16.250000,0,0.000000,3
54,Rotomartillo,34,0,364,22.142857,0,0.000000,4
54,Rotomartillo,34,0,364,22.142857,0,0.000000,8
57,Llave stilson,95,21,183,34.000000,0,0.000000,5
57,Llave stilson,95,21,183,34.000000,0,0.000000,9
57,Llave stilson,95,21,183,34.000000,0,0.000000,7
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,1
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,10
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,7
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,6
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,5
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,4
61,Sensor de movimiento,239,21,399,18.000000,0,0.000000,3
64,Cortadora de concreto,342,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,342,88,392,27.000000,0,0.000000,7
66,Limpiador multiusos,110,30,270,31.333333,0,0.000000,9
70,Ventilador de techo,290,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,290,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,290,0,336,26.000000,0,0.000000,8
71,Aire acondicionado portátil,45,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,45,54,282,32.333333,0,0.000000,9
2,Cemento gris 50kg,267,0,520,24.625000,0,0.000000,2
5,Interruptor automático 2 polos,267,21,150,26.666666,0,0.000000,3
3,Casco de seguridad industrial,178,0,459,22.222222,0,0.000000,9
4,Lentes de protección,8,40,250,14.600000,1,15.000000,8
